id,account,password,nickname,diamonds,gold,±¸×¢
2516,12345672516,226437,cs2516,100,0,
2517,12345672517,804247,cs2517,100,0,
2518,12345672518,923231,cs2518,100,0,
2519,12345672519,463295,cs2519,100,0,
2520,12345672520,187366,cs2520,100,0,
2521,12345672521,260443,cs2521,100,0,
2522,12345672522,292214,cs2522,100,0,
2523,12345672523,489583,cs2523,100,0,
2524,12345672524,912895,cs2524,100,0,
2525,12345672525,271397,cs2525,100,0,
2526,12345672526,328862,cs2526,100,0,
2527,12345672527,271888,cs2527,100,0,
2528,12345672528,942528,cs2528,100,0,
2529,12345672529,381368,cs2529,100,0,
2530,12345672530,390996,cs2530,100,0,
2531,12345672531,843534,cs2531,100,0,
2532,12345672532,261991,cs2532,100,0,
2533,12345672533,370298,cs2533,100,0,
2534,12345672534,428933,cs2534,100,0,
2535,12345672535,987408,cs2535,100,0,
2536,12345672536,756950,cs2536,100,0,
2537,12345672537,957717,cs2537,100,0,
2538,12345672538,531588,cs2538,100,0,
2539,12345672539,364068,cs2539,100,0,
2540,12345672540,799665,cs2540,100,0,
2541,12345672541,250720,cs2541,100,0,
2542,12345672542,429628,cs2542,100,0,
2543,12345672543,701242,cs2543,100,0,
2544,12345672544,960716,cs2544,100,0,
2545,12345672545,415113,cs2545,100,0,
2546,12345672546,725422,cs2546,100,0,
2547,12345672547,204792,cs2547,100,0,
2548,12345672548,490973,cs2548,100,0,
2549,12345672549,555521,cs2549,100,0,
2550,12345672550,731013,cs2550,100,0,
2551,12345672551,500159,cs2551,100,0,
2552,12345672552,520754,cs2552,100,0,
2553,12345672553,293587,cs2553,100,0,
2554,12345672554,985247,cs2554,100,0,
2555,12345672555,470247,cs2555,100,0,
2556,12345672556,504665,cs2556,100,0,
2557,12345672557,480250,cs2557,100,0,
2558,12345672558,964364,cs2558,100,0,
2559,12345672559,794557,cs2559,100,0,
2560,12345672560,960037,cs2560,100,0,
2561,12345672561,631792,cs2561,100,0,
2562,12345672562,478957,cs2562,100,0,
2563,12345672563,680087,cs2563,100,0,
2564,12345672564,372716,cs2564,100,0,
2565,12345672565,240182,cs2565,100,0,
2566,12345672566,875391,cs2566,100,0,
2567,12345672567,440273,cs2567,100,0,
2568,12345672568,385504,cs2568,100,0,
2569,12345672569,793133,cs2569,100,0,
2570,12345672570,207740,cs2570,100,0,
2571,12345672571,951203,cs2571,100,0,
2572,12345672572,117611,cs2572,100,0,
2573,12345672573,284473,cs2573,100,0,
2574,12345672574,585145,cs2574,100,0,
2575,12345672575,476962,cs2575,100,0,
2576,12345672576,563424,cs2576,100,0,
2577,12345672577,474035,cs2577,100,0,
2578,12345672578,541358,cs2578,100,0,
2579,12345672579,783256,cs2579,100,0,
2580,12345672580,934584,cs2580,100,0,
2581,12345672581,302284,cs2581,100,0,
2582,12345672582,246771,cs2582,100,0,
2583,12345672583,302873,cs2583,100,0,
2584,12345672584,110148,cs2584,100,0,
2585,12345672585,695476,cs2585,100,0,
2586,12345672586,300788,cs2586,100,0,
2587,12345672587,891451,cs2587,100,0,
2588,12345672588,565967,cs2588,100,0,
2589,12345672589,335334,cs2589,100,0,
2590,12345672590,849612,cs2590,100,0,
2591,12345672591,332429,cs2591,100,0,
2592,12345672592,768157,cs2592,100,0,
2593,12345672593,582257,cs2593,100,0,
2594,12345672594,152598,cs2594,100,0,
2595,12345672595,443297,cs2595,100,0,
2596,12345672596,295620,cs2596,100,0,
2597,12345672597,660967,cs2597,100,0,
2598,12345672598,488906,cs2598,100,0,
2599,12345672599,907432,cs2599,100,0,
2600,12345672600,284026,cs2600,100,0,
2601,12345672601,695542,cs2601,100,0,
2602,12345672602,357816,cs2602,100,0,
2603,12345672603,625866,cs2603,100,0,
2604,12345672604,202357,cs2604,100,0,
2605,12345672605,909073,cs2605,100,0,
2606,12345672606,857260,cs2606,100,0,
2607,12345672607,756582,cs2607,100,0,
2608,12345672608,342749,cs2608,100,0,
2609,12345672609,780950,cs2609,100,0,
2610,12345672610,889124,cs2610,100,0,
2611,12345672611,646568,cs2611,100,0,
2612,12345672612,688418,cs2612,100,0,
2613,12345672613,350779,cs2613,100,0,
2614,12345672614,260338,cs2614,100,0,
2615,12345672615,241705,cs2615,100,0,
2616,12345672616,581420,cs2616,100,0,
2617,12345672617,643271,cs2617,100,0,
2618,12345672618,471906,cs2618,100,0,
2619,12345672619,179115,cs2619,100,0,
2620,12345672620,713733,cs2620,100,0,
2621,12345672621,302336,cs2621,100,0,
2622,12345672622,359160,cs2622,100,0,
2623,12345672623,531389,cs2623,100,0,
2624,12345672624,491934,cs2624,100,0,
2625,12345672625,478316,cs2625,100,0,
2626,12345672626,859679,cs2626,100,0,
2627,12345672627,482918,cs2627,100,0,
2628,12345672628,532302,cs2628,100,0,
2629,12345672629,302810,cs2629,100,0,
2630,12345672630,521000,cs2630,100,0,
2631,12345672631,585521,cs2631,100,0,
2632,12345672632,335709,cs2632,100,0,
2633,12345672633,722814,cs2633,100,0,
2634,12345672634,114545,cs2634,100,0,
2635,12345672635,384580,cs2635,100,0,
2636,12345672636,345185,cs2636,100,0,
2637,12345672637,408342,cs2637,100,0,
2638,12345672638,168673,cs2638,100,0,
2639,12345672639,464886,cs2639,100,0,
2640,12345672640,298180,cs2640,100,0,
2641,12345672641,351344,cs2641,100,0,
2642,12345672642,185325,cs2642,100,0,
2643,12345672643,470605,cs2643,100,0,
2644,12345672644,396973,cs2644,100,0,
2645,12345672645,643463,cs2645,100,0,
2646,12345672646,741006,cs2646,100,0,
2647,12345672647,362547,cs2647,100,0,
2648,12345672648,827518,cs2648,100,0,
2649,12345672649,672052,cs2649,100,0,
2650,12345672650,577324,cs2650,100,0,
2651,12345672651,927116,cs2651,100,0,
2652,12345672652,135728,cs2652,100,0,
2653,12345672653,471769,cs2653,100,0,
2654,12345672654,441836,cs2654,100,0,
2655,12345672655,543466,cs2655,100,0,
2656,12345672656,998929,cs2656,100,0,
2657,12345672657,802174,cs2657,100,0,
2658,12345672658,909165,cs2658,100,0,
2659,12345672659,141955,cs2659,100,0,
2660,12345672660,536517,cs2660,100,0,
2661,12345672661,224241,cs2661,100,0,
2662,12345672662,999021,cs2662,100,0,
2663,12345672663,388259,cs2663,100,0,
2664,12345672664,646520,cs2664,100,0,
2665,12345672665,175467,cs2665,100,0,
2666,12345672666,806395,cs2666,100,0,
2667,12345672667,807009,cs2667,100,0,
2668,12345672668,895636,cs2668,100,0,
2669,12345672669,654903,cs2669,100,0,
2670,12345672670,410570,cs2670,100,0,
2671,12345672671,332963,cs2671,100,0,
2672,12345672672,473364,cs2672,100,0,
2673,12345672673,292209,cs2673,100,0,
2674,12345672674,222482,cs2674,100,0,
2675,12345672675,531319,cs2675,100,0,
2676,12345672676,654462,cs2676,100,0,
2677,12345672677,878233,cs2677,100,0,
2678,12345672678,140865,cs2678,100,0,
2679,12345672679,975647,cs2679,100,0,
2680,12345672680,127547,cs2680,100,0,
2681,12345672681,925627,cs2681,100,0,
2682,12345672682,688228,cs2682,100,0,
2683,12345672683,699432,cs2683,100,0,
2684,12345672684,463903,cs2684,100,0,
2685,12345672685,895713,cs2685,100,0,
2686,12345672686,106953,cs2686,100,0,
2687,12345672687,964623,cs2687,100,0,
2688,12345672688,196531,cs2688,100,0,
2689,12345672689,100410,cs2689,100,0,
2690,12345672690,535773,cs2690,100,0,
2691,12345672691,416359,cs2691,100,0,
2692,12345672692,577778,cs2692,100,0,
2693,12345672693,421478,cs2693,100,0,
2694,12345672694,516937,cs2694,100,0,
2695,12345672695,410187,cs2695,100,0,
2696,12345672696,920184,cs2696,100,0,
2697,12345672697,304834,cs2697,100,0,
2698,12345672698,274892,cs2698,100,0,
2699,12345672699,880921,cs2699,100,0,
2700,12345672700,931254,cs2700,100,0,
2701,12345672701,272513,cs2701,100,0,
2702,12345672702,103126,cs2702,100,0,
2703,12345672703,769615,cs2703,100,0,
2704,12345672704,766989,cs2704,100,0,
2705,12345672705,401488,cs2705,100,0,
2706,12345672706,918547,cs2706,100,0,
2707,12345672707,286314,cs2707,100,0,
2708,12345672708,283366,cs2708,100,0,
2709,12345672709,260161,cs2709,100,0,
2710,12345672710,682573,cs2710,100,0,
2711,12345672711,650401,cs2711,100,0,
2712,12345672712,420572,cs2712,100,0,
2713,12345672713,110117,cs2713,100,0,
2714,12345672714,272794,cs2714,100,0,
2715,12345672715,851949,cs2715,100,0,
2716,12345672716,211647,cs2716,100,0,
2717,12345672717,611442,cs2717,100,0,
2718,12345672718,110625,cs2718,100,0,
2719,12345672719,279019,cs2719,100,0,
2720,12345672720,155712,cs2720,100,0,
2721,12345672721,269621,cs2721,100,0,
2722,12345672722,277493,cs2722,100,0,
2723,12345672723,279660,cs2723,100,0,
2724,12345672724,273937,cs2724,100,0,
2725,12345672725,868088,cs2725,100,0,
2726,12345672726,927310,cs2726,100,0,
2727,12345672727,907797,cs2727,100,0,
2728,12345672728,912754,cs2728,100,0,
2729,12345672729,359890,cs2729,100,0,
2730,12345672730,119771,cs2730,100,0,
2731,12345672731,264780,cs2731,100,0,
2732,12345672732,245209,cs2732,100,0,
2733,12345672733,789203,cs2733,100,0,
2734,12345672734,993926,cs2734,100,0,
2735,12345672735,154760,cs2735,100,0,
2736,12345672736,835840,cs2736,100,0,
2737,12345672737,769343,cs2737,100,0,
2738,12345672738,478406,cs2738,100,0,
2739,12345672739,245799,cs2739,100,0,
2740,12345672740,179665,cs2740,100,0,
2741,12345672741,172147,cs2741,100,0,
2742,12345672742,127578,cs2742,100,0,
2743,12345672743,690265,cs2743,100,0,
2744,12345672744,604279,cs2744,100,0,
2745,12345672745,515102,cs2745,100,0,
2746,12345672746,359485,cs2746,100,0,
2747,12345672747,560724,cs2747,100,0,
2748,12345672748,800050,cs2748,100,0,
2749,12345672749,323805,cs2749,100,0,
2750,12345672750,586032,cs2750,100,0,
2751,12345672751,277594,cs2751,100,0,
2752,12345672752,666861,cs2752,100,0,
2753,12345672753,709388,cs2753,100,0,
2754,12345672754,379615,cs2754,100,0,
2755,12345672755,433411,cs2755,100,0,
2756,12345672756,803615,cs2756,100,0,
2757,12345672757,746652,cs2757,100,0,
2758,12345672758,620424,cs2758,100,0,
2759,12345672759,318561,cs2759,100,0,
2760,12345672760,925930,cs2760,100,0,
2761,12345672761,944161,cs2761,100,0,
2762,12345672762,518877,cs2762,100,0,
2763,12345672763,831499,cs2763,100,0,
2764,12345672764,799084,cs2764,100,0,
2765,12345672765,385772,cs2765,100,0,
2766,12345672766,942109,cs2766,100,0,
2767,12345672767,951362,cs2767,100,0,
2768,12345672768,817419,cs2768,100,0,
2769,12345672769,607794,cs2769,100,0,
2770,12345672770,159411,cs2770,100,0,
2771,12345672771,466580,cs2771,100,0,
2772,12345672772,836781,cs2772,100,0,
2773,12345672773,401949,cs2773,100,0,
2774,12345672774,408207,cs2774,100,0,
2775,12345672775,864276,cs2775,100,0,
2776,12345672776,315381,cs2776,100,0,
2777,12345672777,748702,cs2777,100,0,
2778,12345672778,124039,cs2778,100,0,
2779,12345672779,210072,cs2779,100,0,
2780,12345672780,828990,cs2780,100,0,
2781,12345672781,875129,cs2781,100,0,
2782,12345672782,233369,cs2782,100,0,
2783,12345672783,140246,cs2783,100,0,
2784,12345672784,372832,cs2784,100,0,
2785,12345672785,204664,cs2785,100,0,
2786,12345672786,689055,cs2786,100,0,
2787,12345672787,970971,cs2787,100,0,
2788,12345672788,660786,cs2788,100,0,
2789,12345672789,667721,cs2789,100,0,
2790,12345672790,553902,cs2790,100,0,
2791,12345672791,387579,cs2791,100,0,
2792,12345672792,371532,cs2792,100,0,
2793,12345672793,232459,cs2793,100,0,
2794,12345672794,369226,cs2794,100,0,
2795,12345672795,359874,cs2795,100,0,
2796,12345672796,199298,cs2796,100,0,
2797,12345672797,561824,cs2797,100,0,
2798,12345672798,185365,cs2798,100,0,
2799,12345672799,745119,cs2799,100,0,
2800,12345672800,119673,cs2800,100,0,
2801,12345672801,608191,cs2801,100,0,
2802,12345672802,807488,cs2802,100,0,
2803,12345672803,136099,cs2803,100,0,
2804,12345672804,709163,cs2804,100,0,
2805,12345672805,152022,cs2805,100,0,
2806,12345672806,522235,cs2806,100,0,
2807,12345672807,660938,cs2807,100,0,
2808,12345672808,594147,cs2808,100,0,
2809,12345672809,839286,cs2809,100,0,
2810,12345672810,647433,cs2810,100,0,
2811,12345672811,541669,cs2811,100,0,
2812,12345672812,231656,cs2812,100,0,
2813,12345672813,601279,cs2813,100,0,
2814,12345672814,884710,cs2814,100,0,
2815,12345672815,757420,cs2815,100,0,
2816,12345672816,295883,cs2816,100,0,
2817,12345672817,347251,cs2817,100,0,
2818,12345672818,632884,cs2818,100,0,
2819,12345672819,141596,cs2819,100,0,
2820,12345672820,736966,cs2820,100,0,
2821,12345672821,430764,cs2821,100,0,
2822,12345672822,501281,cs2822,100,0,
2823,12345672823,132903,cs2823,100,0,
2824,12345672824,471737,cs2824,100,0,
2825,12345672825,594754,cs2825,100,0,
2826,12345672826,256169,cs2826,100,0,
2827,12345672827,563441,cs2827,100,0,
2828,12345672828,739799,cs2828,100,0,
2829,12345672829,189806,cs2829,100,0,
2830,12345672830,190762,cs2830,100,0,
2831,12345672831,712339,cs2831,100,0,
2832,12345672832,336331,cs2832,100,0,
2833,12345672833,180343,cs2833,100,0,
2834,12345672834,623198,cs2834,100,0,
2835,12345672835,545147,cs2835,100,0,
2836,12345672836,275292,cs2836,100,0,
2837,12345672837,486776,cs2837,100,0,
2838,12345672838,887418,cs2838,100,0,
2839,12345672839,904902,cs2839,100,0,
2840,12345672840,808046,cs2840,100,0,
2841,12345672841,303590,cs2841,100,0,
2842,12345672842,438869,cs2842,100,0,
2843,12345672843,417581,cs2843,100,0,
2844,12345672844,560678,cs2844,100,0,
2845,12345672845,990759,cs2845,100,0,
2846,12345672846,263062,cs2846,100,0,
2847,12345672847,672132,cs2847,100,0,
2848,12345672848,220448,cs2848,100,0,
2849,12345672849,710581,cs2849,100,0,
2850,12345672850,502523,cs2850,100,0,
2851,12345672851,743318,cs2851,100,0,
2852,12345672852,587249,cs2852,100,0,
2853,12345672853,756580,cs2853,100,0,
2854,12345672854,362861,cs2854,100,0,
2855,12345672855,416139,cs2855,100,0,
2856,12345672856,173069,cs2856,100,0,
2857,12345672857,761305,cs2857,100,0,
2858,12345672858,627774,cs2858,100,0,
2859,12345672859,105507,cs2859,100,0,
2860,12345672860,316042,cs2860,100,0,
2861,12345672861,310047,cs2861,100,0,
2862,12345672862,666894,cs2862,100,0,
2863,12345672863,717842,cs2863,100,0,
2864,12345672864,577651,cs2864,100,0,
2865,12345672865,313208,cs2865,100,0,
2866,12345672866,800069,cs2866,100,0,
2867,12345672867,326210,cs2867,100,0,
2868,12345672868,340857,cs2868,100,0,
2869,12345672869,364835,cs2869,100,0,
2870,12345672870,130287,cs2870,100,0,
2871,12345672871,887575,cs2871,100,0,
2872,12345672872,109477,cs2872,100,0,
2873,12345672873,422379,cs2873,100,0,
2874,12345672874,756605,cs2874,100,0,
2875,12345672875,640149,cs2875,100,0,
2876,12345672876,225577,cs2876,100,0,
2877,12345672877,764709,cs2877,100,0,
2878,12345672878,640706,cs2878,100,0,
2879,12345672879,295360,cs2879,100,0,
2880,12345672880,686012,cs2880,100,0,
2881,12345672881,356621,cs2881,100,0,
2882,12345672882,390503,cs2882,100,0,
2883,12345672883,139155,cs2883,100,0,
2884,12345672884,374980,cs2884,100,0,
2885,12345672885,851808,cs2885,100,0,
2886,12345672886,516384,cs2886,100,0,
2887,12345672887,448005,cs2887,100,0,
2888,12345672888,105906,cs2888,100,0,
2889,12345672889,306489,cs2889,100,0,
2890,12345672890,674986,cs2890,100,0,
2891,12345672891,597520,cs2891,100,0,
2892,12345672892,764393,cs2892,100,0,
2893,12345672893,665769,cs2893,100,0,
2894,12345672894,464127,cs2894,100,0,
2895,12345672895,763090,cs2895,100,0,
2896,12345672896,382995,cs2896,100,0,
2897,12345672897,584602,cs2897,100,0,
2898,12345672898,393763,cs2898,100,0,
2899,12345672899,936572,cs2899,100,0,
2900,12345672900,140184,cs2900,100,0,
2901,12345672901,118799,cs2901,100,0,
2902,12345672902,891218,cs2902,100,0,
2903,12345672903,625062,cs2903,100,0,
2904,12345672904,680696,cs2904,100,0,
2905,12345672905,284579,cs2905,100,0,
2906,12345672906,254643,cs2906,100,0,
2907,12345672907,872857,cs2907,100,0,
2908,12345672908,229230,cs2908,100,0,
2909,12345672909,829839,cs2909,100,0,
2910,12345672910,458620,cs2910,100,0,
2911,12345672911,812399,cs2911,100,0,
2912,12345672912,630919,cs2912,100,0,
2913,12345672913,781998,cs2913,100,0,
2914,12345672914,129204,cs2914,100,0,
2915,12345672915,133787,cs2915,100,0,
2916,12345672916,703238,cs2916,100,0,
2917,12345672917,307522,cs2917,100,0,
2918,12345672918,473617,cs2918,100,0,
2919,12345672919,590401,cs2919,100,0,
2920,12345672920,967520,cs2920,100,0,
2921,12345672921,459255,cs2921,100,0,
2922,12345672922,450480,cs2922,100,0,
2923,12345672923,850980,cs2923,100,0,
2924,12345672924,187856,cs2924,100,0,
2925,12345672925,189485,cs2925,100,0,
2926,12345672926,349616,cs2926,100,0,
2927,12345672927,497982,cs2927,100,0,
2928,12345672928,932903,cs2928,100,0,
2929,12345672929,126331,cs2929,100,0,
2930,12345672930,119922,cs2930,100,0,
2931,12345672931,338018,cs2931,100,0,
2932,12345672932,386632,cs2932,100,0,
2933,12345672933,167203,cs2933,100,0,
2934,12345672934,900248,cs2934,100,0,
2935,12345672935,582573,cs2935,100,0,
2936,12345672936,548212,cs2936,100,0,
2937,12345672937,689857,cs2937,100,0,
2938,12345672938,179332,cs2938,100,0,
2939,12345672939,931046,cs2939,100,0,
2940,12345672940,883588,cs2940,100,0,
2941,12345672941,918272,cs2941,100,0,
2942,12345672942,923026,cs2942,100,0,
2943,12345672943,504070,cs2943,100,0,
2944,12345672944,190338,cs2944,100,0,
2945,12345672945,999408,cs2945,100,0,
2946,12345672946,683689,cs2946,100,0,
2947,12345672947,288111,cs2947,100,0,
2948,12345672948,350075,cs2948,100,0,
2949,12345672949,963858,cs2949,100,0,
2950,12345672950,899120,cs2950,100,0,
2951,12345672951,982486,cs2951,100,0,
2952,12345672952,625117,cs2952,100,0,
2953,12345672953,310222,cs2953,100,0,
2954,12345672954,722845,cs2954,100,0,
2955,12345672955,830320,cs2955,100,0,
2956,12345672956,470842,cs2956,100,0,
2957,12345672957,253575,cs2957,100,0,
2958,12345672958,179341,cs2958,100,0,
2959,12345672959,807006,cs2959,100,0,
2960,12345672960,115065,cs2960,100,0,
2961,12345672961,439243,cs2961,100,0,
2962,12345672962,922405,cs2962,100,0,
2963,12345672963,363552,cs2963,100,0,
2964,12345672964,726517,cs2964,100,0,
2965,12345672965,598282,cs2965,100,0,
2966,12345672966,172508,cs2966,100,0,
2967,12345672967,967002,cs2967,100,0,
2968,12345672968,674493,cs2968,100,0,
2969,12345672969,459253,cs2969,100,0,
2970,12345672970,778475,cs2970,100,0,
2971,12345672971,205946,cs2971,100,0,
2972,12345672972,543970,cs2972,100,0,
2973,12345672973,644108,cs2973,100,0,
2974,12345672974,605603,cs2974,100,0,
2975,12345672975,807703,cs2975,100,0,
2976,12345672976,324594,cs2976,100,0,
2977,12345672977,870240,cs2977,100,0,
2978,12345672978,180688,cs2978,100,0,
2979,12345672979,520361,cs2979,100,0,
2980,12345672980,115865,cs2980,100,0,
2981,12345672981,204953,cs2981,100,0,
2982,12345672982,860221,cs2982,100,0,
2983,12345672983,336450,cs2983,100,0,
2984,12345672984,256554,cs2984,100,0,
2985,12345672985,513562,cs2985,100,0,
2986,12345672986,768249,cs2986,100,0,
2987,12345672987,717975,cs2987,100,0,
2988,12345672988,587248,cs2988,100,0,
2989,12345672989,104279,cs2989,100,0,
2990,12345672990,288984,cs2990,100,0,
2991,12345672991,238636,cs2991,100,0,
2992,12345672992,845597,cs2992,100,0,
2993,12345672993,219864,cs2993,100,0,
2994,12345672994,857382,cs2994,100,0,
2995,12345672995,220526,cs2995,100,0,
2996,12345672996,192528,cs2996,100,0,
2997,12345672997,829289,cs2997,100,0,
2998,12345672998,680491,cs2998,100,0,
2999,12345672999,870692,cs2999,100,0,
3000,12345673000,105993,cs3000,100,0,
3001,12345673001,243480,cs3001,100,0,
3002,12345673002,844940,cs3002,100,0,
3003,12345673003,955579,cs3003,100,0,
3004,12345673004,535666,cs3004,100,0,
3005,12345673005,290173,cs3005,100,0,
3006,12345673006,896919,cs3006,100,0,
3007,12345673007,984348,cs3007,100,0,
3008,12345673008,356289,cs3008,100,0,
3009,12345673009,834191,cs3009,100,0,
3010,12345673010,758364,cs3010,100,0,
3011,12345673011,903491,cs3011,100,0,
3012,12345673012,464162,cs3012,100,0,
3013,12345673013,600336,cs3013,100,0,
3014,12345673014,172728,cs3014,100,0,
3015,12345673015,194572,cs3015,100,0,
3016,12345673016,717147,cs3016,100,0,
3017,12345673017,843241,cs3017,100,0,
3018,12345673018,815825,cs3018,100,0,
3019,12345673019,526778,cs3019,100,0,
3020,12345673020,674273,cs3020,100,0,
3021,12345673021,305133,cs3021,100,0,
3022,12345673022,560953,cs3022,100,0,
3023,12345673023,297775,cs3023,100,0,
3024,12345673024,508548,cs3024,100,0,
3025,12345673025,656225,cs3025,100,0,
3026,12345673026,529942,cs3026,100,0,
3027,12345673027,144719,cs3027,100,0,
3028,12345673028,599308,cs3028,100,0,
3029,12345673029,849152,cs3029,100,0,
3030,12345673030,425568,cs3030,100,0,
3031,12345673031,744511,cs3031,100,0,
3032,12345673032,511200,cs3032,100,0,
3033,12345673033,778844,cs3033,100,0,
3034,12345673034,611962,cs3034,100,0,
3035,12345673035,523955,cs3035,100,0,
3036,12345673036,706182,cs3036,100,0,
3037,12345673037,305662,cs3037,100,0,
3038,12345673038,624806,cs3038,100,0,
3039,12345673039,116184,cs3039,100,0,
3040,12345673040,832984,cs3040,100,0,
3041,12345673041,364476,cs3041,100,0,
3042,12345673042,954385,cs3042,100,0,
3043,12345673043,614994,cs3043,100,0,
3044,12345673044,531958,cs3044,100,0,
3045,12345673045,434035,cs3045,100,0,
3046,12345673046,336618,cs3046,100,0,
3047,12345673047,596819,cs3047,100,0,
3048,12345673048,733485,cs3048,100,0,
3049,12345673049,870825,cs3049,100,0,
3050,12345673050,472575,cs3050,100,0,
3051,12345673051,517542,cs3051,100,0,
3052,12345673052,747210,cs3052,100,0,
3053,12345673053,135703,cs3053,100,0,
3054,12345673054,762459,cs3054,100,0,
3055,12345673055,368488,cs3055,100,0,
3056,12345673056,233171,cs3056,100,0,
3057,12345673057,139938,cs3057,100,0,
3058,12345673058,754475,cs3058,100,0,
3059,12345673059,811808,cs3059,100,0,
3060,12345673060,582456,cs3060,100,0,
3061,12345673061,882797,cs3061,100,0,
3062,12345673062,461870,cs3062,100,0,
3063,12345673063,667687,cs3063,100,0,
3064,12345673064,974515,cs3064,100,0,
3065,12345673065,225508,cs3065,100,0,
3066,12345673066,471764,cs3066,100,0,
3067,12345673067,179404,cs3067,100,0,
3068,12345673068,277865,cs3068,100,0,
3069,12345673069,415095,cs3069,100,0,
3070,12345673070,433412,cs3070,100,0,
3071,12345673071,607393,cs3071,100,0,
3072,12345673072,568050,cs3072,100,0,
3073,12345673073,962087,cs3073,100,0,
3074,12345673074,138815,cs3074,100,0,
3075,12345673075,404292,cs3075,100,0,
3076,12345673076,157766,cs3076,100,0,
3077,12345673077,989684,cs3077,100,0,
3078,12345673078,614691,cs3078,100,0,
3079,12345673079,158327,cs3079,100,0,
3080,12345673080,336591,cs3080,100,0,
3081,12345673081,764251,cs3081,100,0,
3082,12345673082,818146,cs3082,100,0,
3083,12345673083,850050,cs3083,100,0,
3084,12345673084,108117,cs3084,100,0,
3085,12345673085,921058,cs3085,100,0,
3086,12345673086,899121,cs3086,100,0,
3087,12345673087,225857,cs3087,100,0,
3088,12345673088,273161,cs3088,100,0,
3089,12345673089,845978,cs3089,100,0,
3090,12345673090,924486,cs3090,100,0,
3091,12345673091,284765,cs3091,100,0,
3092,12345673092,884136,cs3092,100,0,
3093,12345673093,604338,cs3093,100,0,
3094,12345673094,416239,cs3094,100,0,
3095,12345673095,503521,cs3095,100,0,
3096,12345673096,335574,cs3096,100,0,
3097,12345673097,387099,cs3097,100,0,
3098,12345673098,688269,cs3098,100,0,
3099,12345673099,522627,cs3099,100,0,
3100,12345673100,770705,cs3100,100,0,
3101,12345673101,794061,cs3101,100,0,
3102,12345673102,894685,cs3102,100,0,
3103,12345673103,673380,cs3103,100,0,
3104,12345673104,918402,cs3104,100,0,
3105,12345673105,468892,cs3105,100,0,
3106,12345673106,695836,cs3106,100,0,
3107,12345673107,373571,cs3107,100,0,
3108,12345673108,491813,cs3108,100,0,
3109,12345673109,307723,cs3109,100,0,
3110,12345673110,679458,cs3110,100,0,
3111,12345673111,486407,cs3111,100,0,
3112,12345673112,175058,cs3112,100,0,
3113,12345673113,955038,cs3113,100,0,
3114,12345673114,304692,cs3114,100,0,
3115,12345673115,417548,cs3115,100,0,
3116,12345673116,670693,cs3116,100,0,
3117,12345673117,121781,cs3117,100,0,
3118,12345673118,773813,cs3118,100,0,
3119,12345673119,729473,cs3119,100,0,
3120,12345673120,885002,cs3120,100,0,
3121,12345673121,151002,cs3121,100,0,
3122,12345673122,920494,cs3122,100,0,
3123,12345673123,192158,cs3123,100,0,
3124,12345673124,439503,cs3124,100,0,
3125,12345673125,442437,cs3125,100,0,
3126,12345673126,989628,cs3126,100,0,
3127,12345673127,508983,cs3127,100,0,
3128,12345673128,166439,cs3128,100,0,
3129,12345673129,252506,cs3129,100,0,
3130,12345673130,858170,cs3130,100,0,
3131,12345673131,427988,cs3131,100,0,
3132,12345673132,236701,cs3132,100,0,
3133,12345673133,451636,cs3133,100,0,
3134,12345673134,607104,cs3134,100,0,
3135,12345673135,446619,cs3135,100,0,
3136,12345673136,858236,cs3136,100,0,
3137,12345673137,584507,cs3137,100,0,
3138,12345673138,648546,cs3138,100,0,
3139,12345673139,934237,cs3139,100,0,
3140,12345673140,222812,cs3140,100,0,
3141,12345673141,752958,cs3141,100,0,
3142,12345673142,507199,cs3142,100,0,
3143,12345673143,901877,cs3143,100,0,
3144,12345673144,389195,cs3144,100,0,
3145,12345673145,371537,cs3145,100,0,
3146,12345673146,238334,cs3146,100,0,
3147,12345673147,269047,cs3147,100,0,
3148,12345673148,799939,cs3148,100,0,
3149,12345673149,861454,cs3149,100,0,
3150,12345673150,498421,cs3150,100,0,
3151,12345673151,957479,cs3151,100,0,
3152,12345673152,619940,cs3152,100,0,
3153,12345673153,281816,cs3153,100,0,
3154,12345673154,870256,cs3154,100,0,
3155,12345673155,520325,cs3155,100,0,
3156,12345673156,442852,cs3156,100,0,
3157,12345673157,854952,cs3157,100,0,
3158,12345673158,366194,cs3158,100,0,
3159,12345673159,200320,cs3159,100,0,
3160,12345673160,596760,cs3160,100,0,
3161,12345673161,579035,cs3161,100,0,
3162,12345673162,961160,cs3162,100,0,
3163,12345673163,153069,cs3163,100,0,
3164,12345673164,582341,cs3164,100,0,
3165,12345673165,509569,cs3165,100,0,
3166,12345673166,952466,cs3166,100,0,
3167,12345673167,295865,cs3167,100,0,
3168,12345673168,603799,cs3168,100,0,
3169,12345673169,583555,cs3169,100,0,
3170,12345673170,789079,cs3170,100,0,
3171,12345673171,853436,cs3171,100,0,
3172,12345673172,734510,cs3172,100,0,
3173,12345673173,927374,cs3173,100,0,
3174,12345673174,307273,cs3174,100,0,
3175,12345673175,882861,cs3175,100,0,
3176,12345673176,167605,cs3176,100,0,
3177,12345673177,304676,cs3177,100,0,
3178,12345673178,112543,cs3178,100,0,
3179,12345673179,155737,cs3179,100,0,
3180,12345673180,296800,cs3180,100,0,
